0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label,evi
"(0.00011822457517678799, 25.470543162028036, 0.02373186747233073, 26144524, 295.41311264038086)","(3.343305895652407e-05, 26.413116709391318, 0.023482640584309895, 26402118, 297.4264024098714)","(0.0, 26.559207534790062, 0.023409525553385418, 23746920, 298.4129066467285)","(0.0017681938596042243, 28.631345367431663, 0.023386001586914062, 24551552, 299.36844635009766)","(0.0007598422951946702, 28.217369333903036, 0.023927052815755207, 24599808, 298.7267201741536)","(0.00013507673782534653, 26.884884770711267, 0.023568471272786457, 26264424, 297.23582458496094)","(6.669710488165493e-05, 24.277134195963583, 0.023527145385742188, 26892362, 295.7314262390137)","(3.355695977310802e-05, 25.679819997151696, 0.023465474446614582, 25298488, 295.9926401774089)","(3.355695977310802e-05, 25.229933039347372, 0.02336565653483073, 25881908, 295.54100036621094)","(1.7130473996206773e-05, 25.49432779947921, 0.02330780029296875, 25474234, 296.3765786488851)","(0.0, 23.663114802042685, 0.023346583048502605, 27795032, 295.2838999430339)","(0.0, 22.798472340901696, 0.023381551106770832, 27772358, 294.25007820129395)","(0.0001355453270255566, 23.941861089070642, 0.0234222412109375, 27765400, 293.3735599517822)","(3.384756855206774e-05, 23.067071533203148, 0.023445765177408855, 27328138, 292.1143881479899)","(0.0, 24.727181371053064, 0.023260752360026043, 27898680, 294.83796946207684)","(0.00010090551967978172, 25.609576797485374, 0.023207346598307293, 26672306, 295.4995581309001)","(0.028000050269418587, 22.461619949340843, 0.024427413940429688, 12142560, 293.62038548787433)","(0.0001334532016267076, 22.344212468465173, 0.03127288818359375, 27208130, 291.43009757995605)","(0.00010466017722642392, 26.30415496826174, 0.025018056233723957, 25698364, 295.40577634175617)","(7.638315483431483e-05, 25.35518862406417, 0.023525238037109375, 27863788, 296.7847035725911)","(1.7130473996206773e-05, 20.950324630737327, 0.02331988016764323, 29598782, 290.13677469889325)","(3.355695977310802e-05, 19.88767013549807, 0.02339617411295573, 29272946, 289.8989995320638)","(6.738893218344515e-05, 22.392610168457054, 0.02328936258951823, 28874390, 292.66886075337726)","(0.0, 25.040994898478232, 0.023171742757161457, 28980092, 295.74165598551434)","(3.9306233823299406e-05, 27.0261112213135, 0.023008982340494793, 28235190, 296.23984209696454)",1,[0.1547]
"(3.355695977310802e-05, 25.679819997151696, 0.023465474446614582, 25298488, 295.9926401774089)","(3.355695977310802e-05, 25.229933039347372, 0.02336565653483073, 25881908, 295.54100036621094)","(1.7130473996206773e-05, 25.49432779947921, 0.02330780029296875, 25474234, 296.3765786488851)","(0.0, 23.663114802042685, 0.023346583048502605, 27795032, 295.2838999430339)","(0.0, 22.798472340901696, 0.023381551106770832, 27772358, 294.25007820129395)","(0.0001355453270255566, 23.941861089070642, 0.0234222412109375, 27765400, 293.3735599517822)","(3.384756855206774e-05, 23.067071533203148, 0.023445765177408855, 27328138, 292.1143881479899)","(0.0, 24.727181371053064, 0.023260752360026043, 27898680, 294.83796946207684)","(0.00010090551967978172, 25.609576797485374, 0.023207346598307293, 26672306, 295.4995581309001)","(0.028000050269418587, 22.461619949340843, 0.024427413940429688, 12142560, 293.62038548787433)","(0.0001334532016267076, 22.344212468465173, 0.03127288818359375, 27208130, 291.43009757995605)","(0.00010466017722642392, 26.30415496826174, 0.025018056233723957, 25698364, 295.40577634175617)","(7.638315483431483e-05, 25.35518862406417, 0.023525238037109375, 27863788, 296.7847035725911)","(1.7130473996206773e-05, 20.950324630737327, 0.02331988016764323, 29598782, 290.13677469889325)","(3.355695977310802e-05, 19.88767013549807, 0.02339617411295573, 29272946, 289.8989995320638)","(6.738893218344515e-05, 22.392610168457054, 0.02328936258951823, 28874390, 292.66886075337726)","(0.0, 25.040994898478232, 0.023171742757161457, 28980092, 295.74165598551434)","(3.9306233823299406e-05, 27.0261112213135, 0.023008982340494793, 28235190, 296.23984209696454)","(0.00010137487872828501, 26.851895268758142, 0.022966384887695312, 29384530, 296.0632966359456)","(5.045277550540846e-05, 25.362865066528343, 0.023032506306966145, 29410952, 295.1435553232829)","(0.004492643859982491, 24.599575932820642, 0.02314313252766927, 27726136, 294.8943220774333)","(0.009427746845779598, 21.499819056193076, 0.025220870971679688, 22056672, 290.937006632487)","(0.0005134450107790827, 22.18744049072268, 0.025369644165039062, 27222950, 292.09832255045575)","(0.3999645128905751, 19.79092369079592, 0.08965619405110677, 21244060, 290.139066696167)","(0.0001325463606200742, 18.22905756632491, 0.12249946594238281, 28355814, 290.73328018188477)",0,"[0.1547, 0.1553]"
"(0.0, 24.727181371053064, 0.023260752360026043, 27898680, 294.83796946207684)","(0.00010090551967978172, 25.609576797485374, 0.023207346598307293, 26672306, 295.4995581309001)","(0.028000050269418587, 22.461619949340843, 0.024427413940429688, 12142560, 293.62038548787433)","(0.0001334532016267076, 22.344212468465173, 0.03127288818359375, 27208130, 291.43009757995605)","(0.00010466017722642392, 26.30415496826174, 0.025018056233723957, 25698364, 295.40577634175617)","(7.638315483431483e-05, 25.35518862406417, 0.023525238037109375, 27863788, 296.7847035725911)","(1.7130473996206773e-05, 20.950324630737327, 0.02331988016764323, 29598782, 290.13677469889325)","(3.355695977310802e-05, 19.88767013549807, 0.02339617411295573, 29272946, 289.8989995320638)","(6.738893218344515e-05, 22.392610168457054, 0.02328936258951823, 28874390, 292.66886075337726)","(0.0, 25.040994898478232, 0.023171742757161457, 28980092, 295.74165598551434)","(3.9306233823299406e-05, 27.0261112213135, 0.023008982340494793, 28235190, 296.23984209696454)","(0.00010137487872828501, 26.851895268758142, 0.022966384887695312, 29384530, 296.0632966359456)","(5.045277550540846e-05, 25.362865066528343, 0.023032506306966145, 29410952, 295.1435553232829)","(0.004492643859982491, 24.599575932820642, 0.02314313252766927, 27726136, 294.8943220774333)","(0.009427746845779598, 21.499819056193076, 0.025220870971679688, 22056672, 290.937006632487)","(0.0005134450107790827, 22.18744049072268, 0.025369644165039062, 27222950, 292.09832255045575)","(0.3999645128905751, 19.79092369079592, 0.08965619405110677, 21244060, 290.139066696167)","(0.0001325463606200742, 18.22905756632491, 0.12249946594238281, 28355814, 290.73328018188477)","(0.00019125122725963592, 20.705482101440452, 0.08066240946451823, 29087686, 293.0023142496745)","(6.770058422839611e-05, 23.46182467142745, 0.0467376708984375, 30053318, 295.0401604970296)","(3.355695977310802e-05, 26.93758608500167, 0.02857208251953125, 30230006, 296.850617090861)","(3.379162782796286e-05, 30.20905138651534, 0.023337682088216145, 29690010, 300.74312591552734)","(0.0004364751935005188, 31.175136820475302, 0.022816975911458332, 27746968, 300.52357546488446)","(0.005588476320583231, 29.873878097534202, 0.02426592508951823, 27717684, 299.0165723164876)","(0.0017442581213961091, 29.058803812662802, 0.023355484008789062, 26135664, 297.02928988138837)",0,[0.1553]
"(3.355695977310802e-05, 19.88767013549807, 0.02339617411295573, 29272946, 289.8989995320638)","(6.738893218344515e-05, 22.392610168457054, 0.02328936258951823, 28874390, 292.66886075337726)","(0.0, 25.040994898478232, 0.023171742757161457, 28980092, 295.74165598551434)","(3.9306233823299406e-05, 27.0261112213135, 0.023008982340494793, 28235190, 296.23984209696454)","(0.00010137487872828501, 26.851895268758142, 0.022966384887695312, 29384530, 296.0632966359456)","(5.045277550540846e-05, 25.362865066528343, 0.023032506306966145, 29410952, 295.1435553232829)","(0.004492643859982491, 24.599575932820642, 0.02314313252766927, 27726136, 294.8943220774333)","(0.009427746845779598, 21.499819056193076, 0.025220870971679688, 22056672, 290.937006632487)","(0.0005134450107790827, 22.18744049072268, 0.025369644165039062, 27222950, 292.09832255045575)","(0.3999645128905751, 19.79092369079592, 0.08965619405110677, 21244060, 290.139066696167)","(0.0001325463606200742, 18.22905756632491, 0.12249946594238281, 28355814, 290.73328018188477)","(0.00019125122725963592, 20.705482101440452, 0.08066240946451823, 29087686, 293.0023142496745)","(6.770058422839611e-05, 23.46182467142745, 0.0467376708984375, 30053318, 295.0401604970296)","(3.355695977310802e-05, 26.93758608500167, 0.02857208251953125, 30230006, 296.850617090861)","(3.379162782796286e-05, 30.20905138651534, 0.023337682088216145, 29690010, 300.74312591552734)","(0.0004364751935005188, 31.175136820475302, 0.022816975911458332, 27746968, 300.52357546488446)","(0.005588476320583231, 29.873878097534202, 0.02426592508951823, 27717684, 299.0165723164876)","(0.0017442581213961091, 29.058803812662802, 0.023355484008789062, 26135664, 297.02928988138837)","(0.010725321891903877, 26.148028310139978, 0.025704701741536457, 26727536, 293.810505549113)","(0.00015229698866495482, 27.25430831909182, 0.02393786112467448, 29482656, 296.1871566772461)","(3.355695977310802e-05, 25.609463628133142, 0.023108164469401043, 29775876, 295.29272015889484)","(6.770058422839611e-05, 23.974025980631552, 0.023035685221354168, 29838932, 293.38736724853516)","(0.0, 23.289510345459007, 0.023091634114583332, 30719856, 290.1699562072754)","(3.355695977310802e-05, 24.384648895263695, 0.02299054463704427, 30812236, 292.4313621520996)","(0.00010209662940661134, 26.656950251261435, 0.022882461547851562, 28875128, 296.0344753265381)",0,"[0.1553, 0.1411]"
"(0.009427746845779598, 21.499819056193076, 0.025220870971679688, 22056672, 290.937006632487)","(0.0005134450107790827, 22.18744049072268, 0.025369644165039062, 27222950, 292.09832255045575)","(0.3999645128905751, 19.79092369079592, 0.08965619405110677, 21244060, 290.139066696167)","(0.0001325463606200742, 18.22905756632491, 0.12249946594238281, 28355814, 290.73328018188477)","(0.00019125122725963592, 20.705482101440452, 0.08066240946451823, 29087686, 293.0023142496745)","(6.770058422839611e-05, 23.46182467142745, 0.0467376708984375, 30053318, 295.0401604970296)","(3.355695977310802e-05, 26.93758608500167, 0.02857208251953125, 30230006, 296.850617090861)","(3.379162782796286e-05, 30.20905138651534, 0.023337682088216145, 29690010, 300.74312591552734)","(0.0004364751935005188, 31.175136820475302, 0.022816975911458332, 27746968, 300.52357546488446)","(0.005588476320583231, 29.873878097534202, 0.02426592508951823, 27717684, 299.0165723164876)","(0.0017442581213961091, 29.058803812662802, 0.023355484008789062, 26135664, 297.02928988138837)","(0.010725321891903877, 26.148028310139978, 0.025704701741536457, 26727536, 293.810505549113)","(0.00015229698866495482, 27.25430831909182, 0.02393786112467448, 29482656, 296.1871566772461)","(3.355695977310802e-05, 25.609463628133142, 0.023108164469401043, 29775876, 295.29272015889484)","(6.770058422839611e-05, 23.974025980631552, 0.023035685221354168, 29838932, 293.38736724853516)","(0.0, 23.289510345459007, 0.023091634114583332, 30719856, 290.1699562072754)","(3.355695977310802e-05, 24.384648895263695, 0.02299054463704427, 30812236, 292.4313621520996)","(0.00010209662940661134, 26.656950251261435, 0.022882461547851562, 28875128, 296.0344753265381)","(0.0, 25.5806874593099, 0.022826512654622395, 17099920, 297.7768414815267)","(3.355695977310802e-05, 26.19286944071456, 0.022965749104817707, 27781096, 295.0626532236735)","(3.3791627688092165e-05, 27.838793690999353, 0.02285448710123698, 28790546, 297.50744946797687)","(0.0212647898286559, 22.65057271321615, 0.02312151590983073, 21132876, 292.4533856709798)","(0.42477319969534655, 19.27530949910482, 0.11510721842447917, 24336736, 289.19239234924316)","(0.0, 20.96230532328292, 0.1294682820638021, 30512968, 291.99571736653644)","(0.0, 22.94608078002932, 0.08107376098632812, 30882188, 296.4017562866211)",0,[0.1411]
"(3.379162782796286e-05, 30.20905138651534, 0.023337682088216145, 29690010, 300.74312591552734)","(0.0004364751935005188, 31.175136820475302, 0.022816975911458332, 27746968, 300.52357546488446)","(0.005588476320583231, 29.873878097534202, 0.02426592508951823, 27717684, 299.0165723164876)","(0.0017442581213961091, 29.058803812662802, 0.023355484008789062, 26135664, 297.02928988138837)","(0.010725321891903877, 26.148028310139978, 0.025704701741536457, 26727536, 293.810505549113)","(0.00015229698866495482, 27.25430831909182, 0.02393786112467448, 29482656, 296.1871566772461)","(3.355695977310802e-05, 25.609463628133142, 0.023108164469401043, 29775876, 295.29272015889484)","(6.770058422839611e-05, 23.974025980631552, 0.023035685221354168, 29838932, 293.38736724853516)","(0.0, 23.289510345459007, 0.023091634114583332, 30719856, 290.1699562072754)","(3.355695977310802e-05, 24.384648895263695, 0.02299054463704427, 30812236, 292.4313621520996)","(0.00010209662940661134, 26.656950251261435, 0.022882461547851562, 28875128, 296.0344753265381)","(0.0, 25.5806874593099, 0.022826512654622395, 17099920, 297.7768414815267)","(3.355695977310802e-05, 26.19286944071456, 0.022965749104817707, 27781096, 295.0626532236735)","(3.3791627688092165e-05, 27.838793690999353, 0.02285448710123698, 28790546, 297.50744946797687)","(0.0212647898286559, 22.65057271321615, 0.02312151590983073, 21132876, 292.4533856709798)","(0.42477319969534655, 19.27530949910482, 0.11510721842447917, 24336736, 289.19239234924316)","(0.0, 20.96230532328292, 0.1294682820638021, 30512968, 291.99571736653644)","(0.0, 22.94608078002932, 0.08107376098632812, 30882188, 296.4017562866211)","(0.00010163141053061508, 24.315435028076195, 0.04427146911621094, 31370144, 295.39615631103516)","(6.74659214886276e-05, 27.100915527343773, 0.02785046895345052, 30879196, 297.62535349527997)","(4.5759496092796326e-05, 27.491063054402673, 0.023441314697265625, 27509120, 298.2345078786214)","(0.0, 25.35273450215658, 0.02296002705891927, 31495580, 294.9850279490153)","(6.734859123770889e-05, 25.730953470865927, 0.022897084554036457, 31172812, 293.2910970052083)","(0.0020765424660870255, 26.743455505371116, 0.022844314575195312, 29251840, 294.8350302378337)","(0.0020225697271057785, 27.57120285034182, 0.02384503682454427, 30791796, 295.76391919453937)",0,"[0.1411, 0.1961]"
"(6.770058422839611e-05, 23.974025980631552, 0.023035685221354168, 29838932, 293.38736724853516)","(0.0, 23.289510345459007, 0.023091634114583332, 30719856, 290.1699562072754)","(3.355695977310802e-05, 24.384648895263695, 0.02299054463704427, 30812236, 292.4313621520996)","(0.00010209662940661134, 26.656950251261435, 0.022882461547851562, 28875128, 296.0344753265381)","(0.0, 25.5806874593099, 0.022826512654622395, 17099920, 297.7768414815267)","(3.355695977310802e-05, 26.19286944071456, 0.022965749104817707, 27781096, 295.0626532236735)","(3.3791627688092165e-05, 27.838793690999353, 0.02285448710123698, 28790546, 297.50744946797687)","(0.0212647898286559, 22.65057271321615, 0.02312151590983073, 21132876, 292.4533856709798)","(0.42477319969534655, 19.27530949910482, 0.11510721842447917, 24336736, 289.19239234924316)","(0.0, 20.96230532328292, 0.1294682820638021, 30512968, 291.99571736653644)","(0.0, 22.94608078002932, 0.08107376098632812, 30882188, 296.4017562866211)","(0.00010163141053061508, 24.315435028076195, 0.04427146911621094, 31370144, 295.39615631103516)","(6.74659214886276e-05, 27.100915527343773, 0.02785046895345052, 30879196, 297.62535349527997)","(4.5759496092796326e-05, 27.491063054402673, 0.023441314697265625, 27509120, 298.2345078786214)","(0.0, 25.35273450215658, 0.02296002705891927, 31495580, 294.9850279490153)","(6.734859123770889e-05, 25.730953470865927, 0.022897084554036457, 31172812, 293.2910970052083)","(0.0020765424660870255, 26.743455505371116, 0.022844314575195312, 29251840, 294.8350302378337)","(0.0020225697271057785, 27.57120285034182, 0.02384503682454427, 30791796, 295.76391919453937)","(0.0, 30.4833700815837, 0.022840499877929688, 30753932, 298.816203435262)","(3.4026289728507207e-05, 31.118256505330407, 0.022599538167317707, 29597168, 300.1469039916992)","(3.3791627688092165e-05, 32.22681261698409, 0.022519429524739582, 31552924, 301.24999618530273)","(3.35569620110391e-05, 33.48772964477541, 0.02236493428548177, 31298264, 302.56117057800293)","(6.770058422839611e-05, 34.68290735880538, 0.022182464599609375, 31301744, 303.854528427124)","(0.0, 35.741566594441736, 0.021900177001953125, 29955556, 304.78929392496747)","(3.379162782796286e-05, 35.46005210876467, 0.02158355712890625, 31593980, 305.0998452504476)",0,"[0.1411, 0.1961]"
"(0.0212647898286559, 22.65057271321615, 0.02312151590983073, 21132876, 292.4533856709798)","(0.42477319969534655, 19.27530949910482, 0.11510721842447917, 24336736, 289.19239234924316)","(0.0, 20.96230532328292, 0.1294682820638021, 30512968, 291.99571736653644)","(0.0, 22.94608078002932, 0.08107376098632812, 30882188, 296.4017562866211)","(0.00010163141053061508, 24.315435028076195, 0.04427146911621094, 31370144, 295.39615631103516)","(6.74659214886276e-05, 27.100915527343773, 0.02785046895345052, 30879196, 297.62535349527997)","(4.5759496092796326e-05, 27.491063054402673, 0.023441314697265625, 27509120, 298.2345078786214)","(0.0, 25.35273450215658, 0.02296002705891927, 31495580, 294.9850279490153)","(6.734859123770889e-05, 25.730953470865927, 0.022897084554036457, 31172812, 293.2910970052083)","(0.0020765424660870255, 26.743455505371116, 0.022844314575195312, 29251840, 294.8350302378337)","(0.0020225697271057785, 27.57120285034182, 0.02384503682454427, 30791796, 295.76391919453937)","(0.0, 30.4833700815837, 0.022840499877929688, 30753932, 298.816203435262)","(3.4026289728507207e-05, 31.118256505330407, 0.022599538167317707, 29597168, 300.1469039916992)","(3.3791627688092165e-05, 32.22681261698409, 0.022519429524739582, 31552924, 301.24999618530273)","(3.35569620110391e-05, 33.48772964477541, 0.02236493428548177, 31298264, 302.56117057800293)","(6.770058422839611e-05, 34.68290735880538, 0.022182464599609375, 31301744, 303.854528427124)","(0.0, 35.741566594441736, 0.021900177001953125, 29955556, 304.78929392496747)","(3.379162782796286e-05, 35.46005210876467, 0.02158355712890625, 31593980, 305.0998452504476)","(3.3908959477588493e-05, 34.67033920288088, 0.021382649739583332, 31603968, 303.91139030456543)","(3.3791627688092165e-05, 34.178291575113974, 0.021195729573567707, 32195160, 303.705898920695)","(0.0, 31.4758233388265, 0.021048227945963543, 21990144, 302.68348757425946)","(0.036130172794307275, 30.46805025736495, 0.028014500935872395, 21639520, 300.17067464192706)","(0.0005530242050568063, 32.04650141398116, 0.024487813313802082, 27820680, 302.2050946553548)","(0.0, 33.650752003987634, 0.022863388061523438, 29210164, 302.7469024658203)","(3.35569620110391e-05, 33.72120310465499, 0.022464752197265625, 17151532, 304.7241744995117)",0,[0.1961]
"(0.0, 34.40798975626632, 0.024056116739908855, 31361460, 302.97500864664715)","(0.000294860154961734, 35.83126602172854, 0.022535324096679688, 31095468, 303.89963722229004)","(1.7396163972018998e-05, 36.49118385314944, 0.022226333618164062, 31340300, 304.79999351501465)","(5.045277550540846e-05, 37.370769755045615, 0.021841684977213543, 30297252, 306.44920539855957)","(0.0023525074273347854, 38.85148646036788, 0.021387736002604168, 29040380, 307.7173989613851)","(3.6138268653234464e-05, 38.85504239400228, 0.02158800760904948, 30605020, 307.95190111796063)","(3.355695977310802e-05, 38.87034060160323, 0.02096239725748698, 31075564, 309.444060643514)","(5.045277550540846e-05, 39.20245386759444, 0.02041943868001302, 31144896, 309.2842960357666)","(6.71139240220782e-05, 38.361039098103845, 0.01983960469563802, 32146608, 308.29770533243817)","(0.0, 38.14743321736654, 0.01930999755859375, 31056764, 306.6964282989502)","(0.0, 38.16935628255209, 0.018883387247721355, 30474412, 307.15231768290204)","(0.0, 38.50976587931319, 0.018411636352539062, 30211108, 307.95350392659503)","(0.0016156622081995012, 38.69678649902346, 0.018006642659505207, 27941552, 308.2868512471517)","(0.0001403291195608972, 39.35457255045577, 0.017952601114908855, 28284188, 307.1045570373535)","(0.002296188047528267, 39.25564282735189, 0.017581939697265625, 28103580, 306.24951362609863)","(0.03343317849785089, 39.15368423461916, 0.01827685038248698, 24004232, 306.9235191345215)","(0.030918166193366053, 37.5295177459717, 0.028627395629882812, 22127396, 305.7562662760417)","(0.009302084231376647, 36.85176239013674, 0.02896881103515625, 26407460, 304.603058497111)","(0.07026992484847991, 36.03711535135909, 0.04008611043294271, 26856348, 304.0037358601888)","(0.10761694824695588, 32.66358846028646, 0.04453913370768229, 19255592, 301.97229258219403)","(0.006335108903888544, 33.697342809041345, 0.041124979654947914, 28274928, 302.8783543904622)","(0.002701100920138538, 36.73109842936202, 0.02695782979329427, 26330664, 304.96080780029297)","(0.004596600044513747, 36.712269083658896, 0.023164113362630207, 23227500, 305.5523255666097)","(0.03507335399160945, 34.60778516133627, 0.02545166015625, 17425156, 303.6589247385661)","(0.007796385658440272, 35.12273432413741, 0.029412587483723957, 27304656, 302.61926078796387)",0,[0.18460000000000001]
"(3.355695977310802e-05, 38.87034060160323, 0.02096239725748698, 31075564, 309.444060643514)","(5.045277550540846e-05, 39.20245386759444, 0.02041943868001302, 31144896, 309.2842960357666)","(6.71139240220782e-05, 38.361039098103845, 0.01983960469563802, 32146608, 308.29770533243817)","(0.0, 38.14743321736654, 0.01930999755859375, 31056764, 306.6964282989502)","(0.0, 38.16935628255209, 0.018883387247721355, 30474412, 307.15231768290204)","(0.0, 38.50976587931319, 0.018411636352539062, 30211108, 307.95350392659503)","(0.0016156622081995012, 38.69678649902346, 0.018006642659505207, 27941552, 308.2868512471517)","(0.0001403291195608972, 39.35457255045577, 0.017952601114908855, 28284188, 307.1045570373535)","(0.002296188047528267, 39.25564282735189, 0.017581939697265625, 28103580, 306.24951362609863)","(0.03343317849785089, 39.15368423461916, 0.01827685038248698, 24004232, 306.9235191345215)","(0.030918166193366053, 37.5295177459717, 0.028627395629882812, 22127396, 305.7562662760417)","(0.009302084231376647, 36.85176239013674, 0.02896881103515625, 26407460, 304.603058497111)","(0.07026992484847991, 36.03711535135909, 0.04008611043294271, 26856348, 304.0037358601888)","(0.10761694824695588, 32.66358846028646, 0.04453913370768229, 19255592, 301.97229258219403)","(0.006335108903888544, 33.697342809041345, 0.041124979654947914, 28274928, 302.8783543904622)","(0.002701100920138538, 36.73109842936202, 0.02695782979329427, 26330664, 304.96080780029297)","(0.004596600044513747, 36.712269083658896, 0.023164113362630207, 23227500, 305.5523255666097)","(0.03507335399160945, 34.60778516133627, 0.02545166015625, 17425156, 303.6589247385661)","(0.007796385658440272, 35.12273432413741, 0.029412587483723957, 27304656, 302.61926078796387)","(0.0069455875106106246, 36.80485814412435, 0.024444580078125, 25843332, 304.76226806640625)","(0.006795402497793242, 36.25119361877444, 0.023045857747395832, 26795136, 305.66919962565106)","(0.018308257053791376, 33.8990137736003, 0.024716695149739582, 22805724, 303.4378744761149)","(0.007044967753393335, 33.2260846455892, 0.026397069295247395, 27379260, 302.7234414418538)","(0.0071992593869555895, 35.33291905721029, 0.025543848673502605, 26310388, 303.46954854329425)","(0.02824604628383893, 38.01625849405929, 0.023252487182617188, 25337020, 305.57962290445965)",0,"[0.18460000000000001, 0.1487]"
"(0.002296188047528267, 39.25564282735189, 0.017581939697265625, 28103580, 306.24951362609863)","(0.03343317849785089, 39.15368423461916, 0.01827685038248698, 24004232, 306.9235191345215)","(0.030918166193366053, 37.5295177459717, 0.028627395629882812, 22127396, 305.7562662760417)","(0.009302084231376647, 36.85176239013674, 0.02896881103515625, 26407460, 304.603058497111)","(0.07026992484847991, 36.03711535135909, 0.04008611043294271, 26856348, 304.0037358601888)","(0.10761694824695588, 32.66358846028646, 0.04453913370768229, 19255592, 301.97229258219403)","(0.006335108903888544, 33.697342809041345, 0.041124979654947914, 28274928, 302.8783543904622)","(0.002701100920138538, 36.73109842936202, 0.02695782979329427, 26330664, 304.96080780029297)","(0.004596600044513747, 36.712269083658896, 0.023164113362630207, 23227500, 305.5523255666097)","(0.03507335399160945, 34.60778516133627, 0.02545166015625, 17425156, 303.6589247385661)","(0.007796385658440272, 35.12273432413741, 0.029412587483723957, 27304656, 302.61926078796387)","(0.0069455875106106246, 36.80485814412435, 0.024444580078125, 25843332, 304.76226806640625)","(0.006795402497793242, 36.25119361877444, 0.023045857747395832, 26795136, 305.66919962565106)","(0.018308257053791376, 33.8990137736003, 0.024716695149739582, 22805724, 303.4378744761149)","(0.007044967753393335, 33.2260846455892, 0.026397069295247395, 27379260, 302.7234414418538)","(0.0071992593869555895, 35.33291905721029, 0.025543848673502605, 26310388, 303.46954854329425)","(0.02824604628383893, 38.01625849405929, 0.023252487182617188, 25337020, 305.57962290445965)","(0.006207803638278335, 36.368312454223656, 0.029929478963216145, 26532276, 303.9031632741292)","(0.00809884414374277, 37.539742406209314, 0.024085362752278645, 22798596, 305.5841700236003)","(0.010492769785224289, 36.558297093709314, 0.023677825927734375, 27762066, 303.68631172180176)","(0.02456534014716248, 37.471761957804404, 0.030133565266927082, 28830740, 304.6627114613851)","(0.020925700227166222, 36.36070404052737, 0.025747934977213543, 21111808, 303.86840565999347)","(0.02640041327476281, 36.588370895385765, 0.023916244506835938, 21276116, 303.1436945597331)","(0.21182305405437946, 29.999339675903343, 0.07996304829915364, 24358372, 298.8236567179362)","(0.006109010058639229, 31.417183812459314, 0.057551066080729164, 26317870, 301.1292947133382)",0,"[0.18460000000000001, 0.1487]"
"(0.002701100920138538, 36.73109842936202, 0.02695782979329427, 26330664, 304.96080780029297)","(0.004596600044513747, 36.712269083658896, 0.023164113362630207, 23227500, 305.5523255666097)","(0.03507335399160945, 34.60778516133627, 0.02545166015625, 17425156, 303.6589247385661)","(0.007796385658440272, 35.12273432413741, 0.029412587483723957, 27304656, 302.61926078796387)","(0.0069455875106106246, 36.80485814412435, 0.024444580078125, 25843332, 304.76226806640625)","(0.006795402497793242, 36.25119361877444, 0.023045857747395832, 26795136, 305.66919962565106)","(0.018308257053791376, 33.8990137736003, 0.024716695149739582, 22805724, 303.4378744761149)","(0.007044967753393335, 33.2260846455892, 0.026397069295247395, 27379260, 302.7234414418538)","(0.0071992593869555895, 35.33291905721029, 0.025543848673502605, 26310388, 303.46954854329425)","(0.02824604628383893, 38.01625849405929, 0.023252487182617188, 25337020, 305.57962290445965)","(0.006207803638278335, 36.368312454223656, 0.029929478963216145, 26532276, 303.9031632741292)","(0.00809884414374277, 37.539742406209314, 0.024085362752278645, 22798596, 305.5841700236003)","(0.010492769785224289, 36.558297093709314, 0.023677825927734375, 27762066, 303.68631172180176)","(0.02456534014716248, 37.471761957804404, 0.030133565266927082, 28830740, 304.6627114613851)","(0.020925700227166222, 36.36070404052737, 0.025747934977213543, 21111808, 303.86840565999347)","(0.02640041327476281, 36.588370895385765, 0.023916244506835938, 21276116, 303.1436945597331)","(0.21182305405437946, 29.999339675903343, 0.07996304829915364, 24358372, 298.8236567179362)","(0.006109010058639229, 31.417183812459314, 0.057551066080729164, 26317870, 301.1292947133382)","(0.0016195341653653802, 34.23264973958334, 0.03237787882486979, 26899298, 303.2384719848633)","(0.00029790605232064425, 36.333207066853845, 0.023867289225260418, 26777352, 304.09236844380695)","(0.014188963750004769, 35.08252550760909, 0.024101893107096355, 18132996, 303.38290150960285)","(0.009085489282756492, 34.94617614746096, 0.025197347005208332, 25626888, 302.2392387390137)","(0.00015870081056092432, 37.00222549438479, 0.023134867350260418, 26734996, 305.3817590077718)","(0.0008295375317335129, 37.224439239501976, 0.022406895955403645, 25460930, 307.00424512227374)","(3.402629196643829e-05, 37.59159622192385, 0.02215131123860677, 26952606, 305.33805720011395)",0,[0.1487]
